DIST_NAME,AC_NAME,AC_TYPE,CAND_NAME,CAND_SEX,CAND_CATEGORY,CAND_AGE,PARTY,N0_Votes,POSITION,criminal_case,education,total_assest,liabilities,Target
Etah,ALIGANJ,GEN,N-O-T-A,NULL,NULL,25,NOTA,1572,4,0,Illiterate,0,0,0
Bareilly,AONLA,GEN,N-O-T-A,NULL,NULL,25,NOTA,1794,4,0,Illiterate,0,0,0
Sambhal,ASMOLI,GEN,N-O-T-A,NULL,NULL,25,NOTA,1872,4,0,Illiterate,0,0,0
Aligarh,ATRAULI,GEN,N-O-T-A,NULL,NULL,25,NOTA,1325,4,0,Illiterate,0,0,0
Azamgarh,AZAMGARH,GEN,N-O-T-A,NULL,NULL,25,NOTA,2134,4,0,Illiterate,0,0,0
Pratapgarh,BABAGANJ,SC,N-O-T-A,NULL,NULL,25,NOTA,3386,4,0,Illiterate,0,0,0
Banda,BABERU,GEN,N-O-T-A,NULL,NULL,25,NOTA,3559,4,0,Illiterate,0,0,0
Agra,BAH,GEN,N-O-T-A,NULL,NULL,25,NOTA,2214,4,0,Illiterate,0,0,0
Baharaich,BAHARAICH,GEN,N-O-T-A,NULL,NULL,25,NOTA,2604,4,0,Illiterate,0,0,0
Baharaich,BALHA,SC,N-O-T-A,NULL,NULL,25,NOTA,3382,4,0,Illiterate,0,0,0
Ballia,BALLIA NAGAR,GEN,N-O-T-A,NULL,NULL,25,NOTA,1716,4,0,Illiterate,0,0,0
Balrampur,BALRAMPUR,SC,N-O-T-A,NULL,NULL,25,NOTA,3414,4,0,Illiterate,0,0,0
Unnao,BANGERMAU,GEN,N-O-T-A,NULL,NULL,25,NOTA,1873,4,0,Illiterate,0,0,0
Barabanki,BARABANKI,GEN,N-O-T-A,NULL,NULL,25,NOTA,1622,4,0,Illiterate,0,0,0
Bareilly,BAREILLY CANTT.,GEN,N-O-T-A,NULL,NULL,25,NOTA,1061,4,0,Illiterate,0,0,0
Ballia,BELTHARA ROAD,SC,N-O-T-A,NULL,NULL,25,NOTA,1305,4,0,Illiterate,0,0,0
Etawah,BHARTHANA,SC,N-O-T-A,NULL,NULL,25,NOTA,1608,4,0,Illiterate,0,0,0
Mainpuri,BHONGAON,GEN,N-O-T-A,NULL,NULL,25,NOTA,1242,4,0,Illiterate,0,0,0
Auraiya,BIDHUNA,GEN,N-O-T-A,NULL,NULL,25,NOTA,1270,4,0,Illiterate,0,0,0
Kanpur Nagar,BILHAUR,SC,N-O-T-A,NULL,NULL,25,NOTA,1965,4,0,Illiterate,0,0,0
Budaun,BILSI,GEN,N-O-T-A,NULL,NULL,25,NOTA,1930,4,0,Illiterate,0,0,0
Fatehpur,BINDKI,GEN,N-O-T-A,NULL,NULL,25,NOTA,2142,4,0,Illiterate,0,0,0
Budaun,BISAULI,SC,N-O-T-A,NULL,NULL,25,NOTA,2342,4,0,Illiterate,0,0,0
Sitapur,BISWAN,GEN,N-O-T-A,NULL,NULL,25,NOTA,2080,4,0,Illiterate,0,0,0
Bareilly,BITHARI CHAINPUR,GEN,N-O-T-A,NULL,NULL,25,NOTA,2647,4,0,Illiterate,0,0,0
Kanpur Nagar,BITHOOR,GEN,N-O-T-A,NULL,NULL,25,NOTA,1900,4,0,Illiterate,0,0,0
Chandauli,CHAKIA,SC,N-O-T-A,NULL,NULL,25,NOTA,3162,4,0,Illiterate,0,0,0
Rampur,CHAMRAUA,GEN,N-O-T-A,NULL,NULL,25,NOTA,1077,4,0,Illiterate,0,0,0
Mahoba,CHARKHARI,GEN,N-O-T-A,NULL,NULL,25,NOTA,2775,4,0,Illiterate,0,0,0
Kannauj,CHHIBRAMAU,GEN,N-O-T-A,NULL,NULL,25,NOTA,1861,4,0,Illiterate,0,0,0
Chitrakoot,CHITRAKOOT,GEN,N-O-T-A,NULL,NULL,25,NOTA,3529,4,0,Illiterate,0,0,0
Gonda,COLONELGANJ,GEN,N-O-T-A,NULL,NULL,25,NOTA,2748,4,0,Illiterate,0,0,0
Barabanki,DARIYABAD,GEN,N-O-T-A,NULL,NULL,25,NOTA,3013,4,0,Illiterate,0,0,0
Bijnor,DHAMPUR,GEN,N-O-T-A,NULL,NULL,25,NOTA,1020,4,0,Illiterate,0,0,0
Sant Kabir Nagar,DHANGHATA,SC,N-O-T-A,NULL,NULL,25,NOTA,1871,4,0,Illiterate,0,0,0
Kheri,DHAURAHRA,GEN,N-O-T-A,NULL,NULL,25,NOTA,3360,4,0,Illiterate,0,0,0
Sonbhadra,DUDDHI,ST,N-O-T-A,NULL,NULL,25,NOTA,8522,4,0,Illiterate,0,0,0
Agra,FATEHABAD,GEN,N-O-T-A,NULL,NULL,25,NOTA,1470,4,0,Illiterate,0,0,0
Kushinagar,FAZILNAGAR,GEN,N-O-T-A,NULL,NULL,25,NOTA,2811,4,0,Illiterate,0,0,0
Jhansi,GARAUTHA,GEN,N-O-T-A,NULL,NULL,25,NOTA,2645,4,0,Illiterate,0,0,0
Ghazipur,GHAZIPUR,GEN,N-O-T-A,NULL,NULL,25,NOTA,1479,4,0,Illiterate,0,0,0
Sonbhadra,GHORAWAL,GEN,N-O-T-A,NULL,NULL,25,NOTA,5225,4,0,Illiterate,0,0,0
Kheri,GOLA GOKRANNATH,GEN,N-O-T-A,NULL,NULL,25,NOTA,3022,4,0,Illiterate,0,0,0
Hardoi,GOPAMAU,SC,N-O-T-A,NULL,NULL,25,NOTA,2252,4,0,Illiterate,0,0,0
Kanpur Nagar,GOVINDNAGAR,GEN,N-O-T-A,NULL,NULL,25,NOTA,1247,4,0,Illiterate,0,0,0
Sambhal,GUNNAUR,GEN,N-O-T-A,NULL,NULL,25,NOTA,2639,4,0,Illiterate,0,0,0
Barabanki,HAIDERGARH,SC,N-O-T-A,NULL,NULL,25,NOTA,4096,4,0,Illiterate,0,0,0
Rae Bareli,HARCHANDPUR,GEN,N-O-T-A,NULL,NULL,25,NOTA,2376,4,0,Illiterate,0,0,0
Hardoi,HARDOI,GEN,N-O-T-A,NULL,NULL,25,NOTA,2203,4,0,Illiterate,0,0,0
Basti,HARRAIYA,GEN,N-O-T-A,NULL,NULL,25,NOTA,2274,4,0,Illiterate,0,0,0
Amroha,HASANPUR,GEN,N-O-T-A,NULL,NULL,25,NOTA,1693,4,0,Illiterate,0,0,0
Siddharthnagar,ITWA,GEN,N-O-T-A,NULL,NULL,25,NOTA,1747,4,0,Illiterate,0,0,0
Shahjahanpur,JALALABAD,GEN,N-O-T-A,NULL,NULL,25,NOTA,1614,4,0,Illiterate,0,0,0
Farrukhabad,KAIMGANJ,SC,N-O-T-A,NULL,NULL,25,NOTA,1964,4,0,Illiterate,0,0,0
Kanpur Nagar,KALYANPUR,GEN,N-O-T-A,NULL,NULL,25,NOTA,921,4,0,Illiterate,0,0,0
Kannauj,KANNAUJ,SC,N-O-T-A,NULL,NULL,25,NOTA,1706,4,0,Illiterate,0,0,0
Siddharthnagar,KAPILVASTU,SC,N-O-T-A,NULL,NULL,25,NOTA,2623,4,0,Illiterate,0,0,0
Basti,KAPTANGANJ,GEN,N-O-T-A,NULL,NULL,25,NOTA,1898,4,0,Illiterate,0,0,0
Allahabad,KARACHHANA,GEN,N-O-T-A,NULL,NULL,25,NOTA,2308,4,0,Illiterate,0,0,0
Shahjahanpur,KATRA,GEN,N-O-T-A,NULL,NULL,25,NOTA,1830,4,0,Illiterate,0,0,0
Jaunpur,KERAKAT,SC,N-O-T-A,NULL,NULL,25,NOTA,2557,4,0,Illiterate,0,0,0
Kanpur Nagar,KIDWAI NAGAR,GEN,N-O-T-A,NULL,NULL,25,NOTA,1117,4,0,Illiterate,0,0,0
Kushinagar,KUSHINAGAR,GEN,N-O-T-A,NULL,NULL,25,NOTA,2208,4,0,Illiterate,0,0,0
Sitapur,LAHARPUR,GEN,N-O-T-A,NULL,NULL,25,NOTA,2861,4,0,Illiterate,0,0,0
Kheri,LAKHIMPUR,GEN,N-O-T-A,NULL,NULL,25,NOTA,2434,4,0,Illiterate,0,0,0
Azamgarh,LALGANJ,SC,N-O-T-A,NULL,NULL,25,NOTA,2123,4,0,Illiterate,0,0,0
Lalitpur,LALITPUR,GEN,N-O-T-A,NULL,NULL,25,NOTA,4859,4,0,Illiterate,0,0,0
Sultanpur,LAMBHUA,GEN,N-O-T-A,NULL,NULL,25,NOTA,1785,4,0,Illiterate,0,0,0
Lucknow,LUCKNOW CANTT.,GEN,N-O-T-A,NULL,NULL,25,NOTA,1150,4,0,Illiterate,0,0,0
Lucknow,LUCKNOW EAST,GEN,N-O-T-A,NULL,NULL,25,NOTA,1747,4,0,Illiterate,0,0,0
Lucknow,LUCKNOW NORTH,GEN,N-O-T-A,NULL,NULL,25,NOTA,1370,4,0,Illiterate,0,0,0
Baharaich,MAHASI,GEN,N-O-T-A,NULL,NULL,25,NOTA,3201,4,0,Illiterate,0,0,0
Mahoba,MAHOBA,GEN,N-O-T-A,NULL,NULL,25,NOTA,2720,4,0,Illiterate,0,0,0
Kaushambi,MANJHANPUR,SC,N-O-T-A,NULL,NULL,25,NOTA,3949,4,0,Illiterate,0,0,0
Gonda,MANKAPUR,SC,N-O-T-A,NULL,NULL,25,NOTA,2769,4,0,Illiterate,0,0,0
Baharaich,MATERA,GEN,N-O-T-A,NULL,NULL,25,NOTA,2717,4,0,Illiterate,0,0,0
Mau,MAU,GEN,N-O-T-A,NULL,NULL,25,NOTA,1725,4,0,Illiterate,0,0,0
Jhansi,MAURANIPUR,SC,N-O-T-A,NULL,NULL,25,NOTA,3536,4,0,Illiterate,0,0,0
Azamgarh,MEHNAGAR,SC,N-O-T-A,NULL,NULL,25,NOTA,2492,4,0,Illiterate,0,0,0
Faizabad,MILKIPUR,SC,N-O-T-A,NULL,NULL,25,NOTA,2727,4,0,Illiterate,0,0,0
Sitapur,MISRIKH,SC,N-O-T-A,NULL,NULL,25,NOTA,2222,4,0,Illiterate,0,0,0
Kheri,MOHAMMDI,GEN,N-O-T-A,NULL,NULL,25,NOTA,2330,4,0,Illiterate,0,0,0
Sitapur,MOHMOODABAD,GEN,N-O-T-A,NULL,NULL,25,NOTA,1896,4,0,Illiterate,0,0,0
Mau,MUHAMMADABAD-GOHNA,GEN,N-O-T-A,NULL,NULL,25,NOTA,1945,4,0,Illiterate,0,0,0
Saharanpur,NAKUR,GEN,N-O-T-A,NULL,NULL,25,NOTA,1232,4,0,Illiterate,0,0,0
Banda,NARAINI,SC,N-O-T-A,NULL,NULL,25,NOTA,3655,4,0,Illiterate,0,0,0
Kheri,NIGHASAN,GEN,N-O-T-A,NULL,NULL,25,NOTA,2663,4,0,Illiterate,0,0,0
Gautam Buddha Nagar,NOIDA,GEN,N-O-T-A,NULL,NULL,25,NOTA,1787,4,0,Illiterate,0,0,0
Jalaun,ORAI,SC,N-O-T-A,NULL,NULL,25,NOTA,2169,4,0,Illiterate,0,0,0
Ballia,PHEPHANA,GEN,N-O-T-A,NULL,NULL,25,NOTA,1473,4,0,Illiterate,0,0,0
PILIBHIT,PILIBHIT,GEN,N-O-T-A,NULL,NULL,25,NOTA,1818,4,0,Illiterate,0,0,0
Varanasi,PINDRA,GEN,N-O-T-A,NULL,NULL,25,NOTA,2889,4,0,Illiterate,0,0,0
Shahjahanpur,POWAYAN,SC,N-O-T-A,NULL,NULL,25,NOTA,2065,4,0,Illiterate,0,0,0
PILIBHIT,PURANPUR,SC,N-O-T-A,NULL,NULL,25,NOTA,2246,4,0,Illiterate,0,0,0
Unnao,PURWA,GEN,N-O-T-A,NULL,NULL,25,NOTA,2719,4,0,Illiterate,0,0,0
Rae Bareli,RAE BARELI,GEN,N-O-T-A,NULL,NULL,25,NOTA,3448,4,0,Illiterate,0,0,0
Rampur,RAMPUR,GEN,N-O-T-A,NULL,NULL,25,NOTA,1191,4,0,Illiterate,0,0,0
Saharanpur,RAMPUR MANIHARAN,SC,N-O-T-A,NULL,NULL,25,NOTA,856,4,0,Illiterate,0,0,0
Ballia,RASARA,GEN,N-O-T-A,NULL,NULL,25,NOTA,1558,4,0,Illiterate,0,0,0
Kanpur Dehat,RASULABAD,SC,N-O-T-A,NULL,NULL,25,NOTA,1421,4,0,Illiterate,0,0,0
Hamirpur,RATH,SC,N-O-T-A,NULL,NULL,25,NOTA,4595,4,0,Illiterate,0,0,0
Basti,RUDHAULI,GEN,N-O-T-A,NULL,NULL,25,NOTA,2221,4,0,Illiterate,0,0,0
Ghaziabad,SAHIBABAD,GEN,N-O-T-A,NULL,NULL,25,NOTA,3057,4,0,Illiterate,0,0,0
Chandauli,SAKALDIHA,GEN,N-O-T-A,NULL,NULL,25,NOTA,1787,4,0,Illiterate,0,0,0
Rae Bareli,SALON,SC,N-O-T-A,NULL,NULL,25,NOTA,3540,4,0,Illiterate,0,0,0
Hardoi,SANDI,SC,N-O-T-A,NULL,NULL,25,NOTA,2222,4,0,Illiterate,0,0,0
Hardoi,SANDILA,GEN,N-O-T-A,NULL,NULL,25,NOTA,1532,4,0,Illiterate,0,0,0
Hardoi,SHAHABAD,GEN,N-O-T-A,NULL,NULL,25,NOTA,2615,4,0,Illiterate,0,0,0
Budaun,SHEKHUPUR,GEN,N-O-T-A,NULL,NULL,25,NOTA,1896,4,0,Illiterate,0,0,0
Kanpur Nagar,SISHAMAU,GEN,N-O-T-A,NULL,NULL,25,NOTA,791,4,0,Illiterate,0,0,0
Sitapur,SITAPUR,GEN,N-O-T-A,NULL,NULL,25,NOTA,1842,4,0,Illiterate,0,0,0
Gonda,TARABGANJ,GEN,N-O-T-A,NULL,NULL,25,NOTA,3384,4,0,Illiterate,0,0,0
Amethi,TILOI,GEN,N-O-T-A,NULL,NULL,25,NOTA,2567,4,0,Illiterate,0,0,0
Kannauj,TIRWA,GEN,N-O-T-A,NULL,NULL,25,NOTA,1872,4,0,Illiterate,0,0,0
Kheri,SRI NAGAR,SC,N-O-T-A,NULL,NULL,25,NOTA,2141,4,0,Illiterate,0,0.00E+00,0
